Gene.name	Gene.stable.ID	HGNC.ID	NCBI.gene.ID	UniProtKB.Swiss.Prot.ID	MIM.gene.accession
AC106774.6	ENSG00000284234	NA	NA	NA	NA
AC106774.7	ENSG00000284283	NA	NA	NA	NA
AC106774.8	ENSG00000284373	NA	NA	A6NLC8	NA
AC106774.9	ENSG00000284439	NA	NA	NA	NA
AC106782.1	ENSG00000258130	NA	NA	NA	NA
AC106886.5	ENSG00000282034	NA	NA	NA	NA
AC107871.1	ENSG00000260007	NA	NA	NA	NA
AC107959.5	ENSG00000284956	NA	NA	NA	NA
AC108488.2	ENSG00000255767	NA	NA	NA	NA
AC108941.2	ENSG00000284695	NA	NA	NA	NA
AC109583.3	ENSG00000284672	NA	NA	NA	NA
AC110275.1	ENSG00000254673	NA	NA	NA	NA
AC112229.3	ENSG00000257207	NA	NA	NA	NA
AC113554.1	ENSG00000264813	NA	NA	NA	NA
AC114490.2	ENSG00000271741	NA	NA	NA	NA
AC114490.3	ENSG00000284773	NA	NA	NA	NA
AC115220.1	ENSG00000241149	NA	NA	NA	NA
AC116366.3	ENSG00000283782	NA	NA	NA	NA
AC116565.1	ENSG00000273238	NA	NA	NA	NA
AC117457.1	ENSG00000275163	NA	NA	NA	NA
AC118470.1	ENSG00000239395	NA	NA	NA	NA
AC118549.1	ENSG00000036549	NA	26009	Q8IYH5	NA
AC118553.2	ENSG00000283761	NA	NA	NA	NA
AC119396.1	ENSG00000263264	NA	NA	I3L1I5	NA
AC119674.2	ENSG00000284686	NA	NA	NA	NA
AC119676.1	ENSG00000284895	NA	NA	NA	NA
AC120057.2	ENSG00000262526	NA	NA	NA	NA
AC120114.5	ENSG00000281348	NA	NA	NA	NA
AC124312.1	ENSG00000214265	NA	NA	NA	NA
AC126283.2	ENSG00000285330	NA	NA	NA	NA
AC126755.2	ENSG00000233024	NA	100288332	NA	NA
AC127537.2	ENSG00000284001	NA	NA	NA	NA
AC127537.3	ENSG00000284320	NA	NA	NA	NA
AC129492.3	ENSG00000263620	NA	NA	NA	NA
AC131097.2	ENSG00000216921	NA	NA	NA	NA
AC131160.1	ENSG00000283765	NA	NA	NA	NA
AC133551.1	ENSG00000274175	NA	102723655	NA	NA
AC133555.3	ENSG00000258150	NA	NA	NA	NA
AC134669.1	ENSG00000265118	NA	NA	NA	NA
AC134980.5	ENSG00000285472	NA	NA	NA	NA
AC135050.2	ENSG00000255439	NA	NA	NA	NA
AC135068.1	ENSG00000182974	NA	NA	NA	NA
AC135068.2	ENSG00000278263	NA	NA	NA	NA
AC135068.3	ENSG00000279408	NA	NA	NA	NA
AC135068.8	ENSG00000281179	NA	NA	NA	NA
AC135178.2	ENSG00000263809	NA	NA	NA	NA
AC135586.2	ENSG00000256632	NA	NA	NA	NA
AC136352.2	ENSG00000276760	NA	102723502	NA	NA
AC136352.3	ENSG00000277666	NA	NA	NA	NA
AC136428.1	ENSG00000259680	NA	NA	NA	NA
AC136612.1	ENSG00000275869	NA	102723655	NA	NA
AC136616.1	ENSG00000273554	NA	NA	NA	NA
AC136616.2	ENSG00000277761	NA	NA	NA	NA
AC136616.3	ENSG00000278782	NA	NA	NA	NA
AC137834.1	ENSG00000258830	NA	NA	NA	NA
AC138647.1	ENSG00000226490	NA	NA	NA	NA
AC138696.1	ENSG00000264668	NA	NA	NA	NA
AC138811.2	ENSG00000260342	NA	NA	NA	NA
AC138894.1	ENSG00000261832	NA	NA	NA	NA
AC138969.1	ENSG00000183889	NA	100288332	NA	NA
AC139491.7	ENSG00000285476	NA	NA	NA	NA
AC139530.2	ENSG00000262660	NA	NA	NA	NA
AC139677.1	ENSG00000275621	NA	NA	NA	NA
AC139677.2	ENSG00000275949	NA	107984156	NA	NA
AC140062.1	ENSG00000285150	NA	NA	NA	NA
AC140504.1	ENSG00000261130	NA	NA	NA	NA
AC141272.1	ENSG00000277836	NA	NA	NA	NA
AC142391.1	ENSG00000279686	NA	NA	NA	NA
AC142525.4	ENSG00000280514	NA	NA	NA	NA
AC145029.2	ENSG00000281759	NA	NA	NA	NA
AC145212.1	ENSG00000277400	NA	NA	Q8WZ33	NA
AC171558.1	ENSG00000274792	NA	102723532	NA	NA
AC171558.3	ENSG00000275249	NA	NA	NA	NA
AC171558.5	ENSG00000278178	NA	NA	NA	NA
AC171558.6	ENSG00000278776	NA	NA	NA	NA
AC187653.1	ENSG00000248767	NA	100288524	NA	NA
AC207056.1	ENSG00000262748	NA	100653049	NA	NA
AC209539.2	ENSG00000267635	NA	100507608	NA	NA
AC210544.1	ENSG00000284398	NA	NA	NA	NA
AC213203.1	ENSG00000277475	NA	NA	NA	NA
AC226007.1	ENSG00000275798	NA	56244	NA	606000
AC226593.1	ENSG00000284903	NA	NA	NA	NA
AC229888.1	ENSG00000282054	NA	NA	NA	NA
AC233282.1	ENSG00000282040	NA	NA	NA	NA
AC233282.2	ENSG00000282610	NA	NA	NA	NA
AC233723.1	ENSG00000262165	NA	NA	NA	NA
AC233724.12	ENSG00000250782	NA	NA	NA	NA
AC233724.15	ENSG00000283740	NA	NA	NA	NA
AC233724.16	ENSG00000283776	NA	NA	NA	NA
AC233724.17	ENSG00000283967	NA	NA	NA	NA
AC233724.18	ENSG00000283988	NA	NA	NA	NA
AC233724.19	ENSG00000284356	NA	NA	NA	NA
AC233724.20	ENSG00000284465	NA	NA	NA	NA
AC233724.6	ENSG00000249156	NA	NA	NA	NA
AC233755.1	ENSG00000275063	NA	102723407	P0DP08	NA
AC233755.2	ENSG00000277856	NA	NA	NA	NA
AC233992.2	ENSG00000271698	NA	NA	NA	NA
AC233992.6	ENSG00000285047	NA	NA	NA	NA
AC234301.1	ENSG00000278082	NA	NA	NA	NA
AC234301.3	ENSG00000282150	NA	NA	NA	NA
AC234301.4	ENSG00000282404	NA	NA	A0A087WSY4	NA
AC234635.1	ENSG00000282353	NA	NA	NA	NA
AC234635.3	ENSG00000282543	NA	NA	NA	NA
AC235565.2	ENSG00000284800	NA	NA	Q9GZY0	NA
AC236040.1	ENSG00000272000	NA	NA	NA	NA
AC239799.1	ENSG00000213240	NA	NA	NA	NA
AC240274.1	ENSG00000271254	NA	102724250	NA	NA
AC241401.1	ENSG00000283855	NA	NA	NA	NA
AC241409.2	ENSG00000284559	NA	NA	NA	NA
AC241410.1	ENSG00000284218	NA	NA	NA	NA
AC241556.3	ENSG00000284077	NA	NA	NA	NA
AC241556.4	ENSG00000284161	NA	101930123	NA	NA
AC241640.1	ENSG00000283738	NA	NA	NA	NA
AC241640.2	ENSG00000283786	NA	NA	NA	NA
AC241640.4	ENSG00000283892	NA	NA	NA	NA
AC242528.1	ENSG00000282822	NA	NA	NA	NA
AC243547.3	ENSG00000280778	NA	NA	NA	NA
AC243733.1	ENSG00000282074	NA	NA	NA	NA
AC243734.1	ENSG00000274542	NA	1139	NA	118511
AC243756.1	ENSG00000270339	NA	105371242	NA	NA
AC243790.1	ENSG00000276253	NA	NA	NA	NA
AC243837.1	ENSG00000284827	NA	107987545	NA	NA
AC243837.2	ENSG00000284912	NA	NA	NA	NA
AC243837.3	ENSG00000284933	NA	NA	NA	NA
AC243837.4	ENSG00000285013	NA	NA	NA	NA
AC243837.5	ENSG00000285154	NA	NA	NA	NA
AC243948.1	ENSG00000276886	NA	26585	O60565	603054
AC243949.1	ENSG00000278119	NA	653073	A6NMD2	NA
AC243967.1	ENSG00000267881	NA	NA	NA	NA
AC244197.3	ENSG00000241489	NA	NA	NA	NA
AC244216.4	ENSG00000284080	NA	NA	NA	NA
AC244216.5	ENSG00000284531	NA	NA	NA	NA
AC244226.1	ENSG00000282678	NA	NA	A0A0J9YVY3	NA
AC244489.1	ENSG00000273807	NA	100288332	NA	NA
AC244489.2	ENSG00000277983	NA	101059938	NA	NA
AC244517.10	ENSG00000279983	NA	NA	NA	NA
AC244517.6	ENSG00000279068	NA	NA	NA	NA
AC245033.1	ENSG00000260836	NA	NA	NA	NA
AC245034.1	ENSG00000283993	NA	NA	NA	NA
AC245078.1	ENSG00000277454	NA	NA	NA	NA
AC245175.1	ENSG00000284836	NA	NA	NA	NA
AC245175.2	ENSG00000284891	NA	NA	NA	NA
AC245175.3	ENSG00000285496	NA	NA	NA	NA
AC245748.1	ENSG00000267173	NA	NA	NA	NA
AC246795.3	ENSG00000284950	NA	NA	P61575	NA
AC246795.4	ENSG00000285034	NA	107984148	NA	NA
AC246795.6	ENSG00000285376	NA	NA	NA	NA
AC246795.7	ENSG00000285507	NA	NA	NA	NA
AC247036.3	ENSG00000282401	NA	NA	A0A0J9YXX1	NA
AC247036.4	ENSG00000282644	NA	NA	A0A0J9YX35	NA
AC254560.1	ENSG00000281757	NA	NA	NA	NA
AC254788.1	ENSG00000282837	NA	NA	NA	NA
AC254813.1	ENSG00000284821	NA	NA	NA	NA
AC254952.1	ENSG00000282088	NA	1139	NA	118511
AC254995.1	ENSG00000283804	NA	NA	NA	NA
AC255093.3	ENSG00000283140	NA	NA	NA	NA
AC255093.5	ENSG00000283373	NA	NA	NA	NA
AC256203.1	ENSG00000285105	NA	NA	NA	NA
AC256203.2	ENSG00000285408	NA	NA	NA	NA
AC256236.1	ENSG00000283711	NA	NA	NA	NA
AC256236.2	ENSG00000284330	NA	NA	NA	NA
AC256236.3	ENSG00000284454	NA	NA	NA	NA
AC256309.2	ENSG00000283807	NA	NA	NA	NA
AC270107.1	ENSG00000283963	NA	NA	NA	NA
AC270107.2	ENSG00000283989	NA	NA	NA	NA
AC270107.3	ENSG00000284036	NA	NA	NA	NA
AC270107.5	ENSG00000284151	NA	NA	NA	NA
AC270107.6	ENSG00000284230	NA	NA	NA	NA
AC270107.7	ENSG00000284287	NA	NA	NA	NA
AC270107.9	ENSG00000284434	NA	NA	NA	NA
AC270227.1	ENSG00000284445	NA	NA	NA	NA
AC270253.2	ENSG00000285223	NA	NA	NA	NA
AC270258.1	ENSG00000284958	NA	NA	A8MXU0	NA
AC270258.2	ENSG00000285120	NA	NA	NA	NA
AC270264.1	ENSG00000285021	NA	NA	NA	NA
AC270272.1	ENSG00000284798	NA	NA	NA	NA
AC270272.2	ENSG00000285072	NA	NA	NA	NA
AC270273.1	ENSG00000284907	NA	107987553	NA	NA
AC270273.3	ENSG00000285286	NA	NA	NA	NA
AC270273.4	ENSG00000285356	NA	107984148	NA	NA
AC270273.5	ENSG00000285397	NA	NA	NA	NA
AC270273.6	ENSG00000285411	NA	NA	NA	NA
AC270276.1	ENSG00000285131	NA	NA	NA	NA
AC270276.2	ENSG00000285214	NA	NA	NA	NA
AC270277.1	ENSG00000284961	NA	NA	NA	NA
AC270277.2	ENSG00000285032	NA	NA	NA	NA
AC270282.1	ENSG00000285022	NA	NA	NA	NA
AC270285.1	ENSG00000284811	NA	NA	NA	NA
AC270285.2	ENSG00000284967	NA	NA	NA	NA
AC270285.4	ENSG00000285132	NA	NA	NA	NA
AC270285.5	ENSG00000285197	NA	NA	NA	NA
AC270285.6	ENSG00000285217	NA	NA	Q96NF6	NA
AC270285.8	ENSG00000285259	NA	NA	NA	NA
AC270286.1	ENSG00000285369	NA	640	NA	191305
AC270289.2	ENSG00000284872	NA	NA	NA	NA
AC270290.1	ENSG00000284764	NA	NA	NA	NA
AC270291.6	ENSG00000285313	NA	NA	NA	NA
AC270292.3	ENSG00000285372	NA	NA	NA	NA
AC270293.2	ENSG00000285186	NA	NA	NA	NA
AC270297.3	ENSG00000285327	NA	NA	Q6UX68	NA
AC270300.1	ENSG00000284913	NA	NA	NA	NA
AC270300.2	ENSG00000284924	NA	NA	NA	NA
AC270300.3	ENSG00000285176	NA	NA	NA	NA
AC270301.3	ENSG00000284927	NA	NA	NA	NA
AC270306.4	ENSG00000284254	NA	NA	NA	NA
AC270472.1	ENSG00000285124	NA	NA	NA	NA
AC275401.1	ENSG00000284947	NA	NA	NA	NA
AC275401.5	ENSG00000285316	NA	NA	NA	NA
AC275440.2	ENSG00000285017	NA	NA	NA	NA
AC275455.2	ENSG00000284396	NA	NA	NA	NA
ACAA1	ENSG00000060971	HGNC:82	30	P09110	604054
ACAA2	ENSG00000167315	HGNC:83	10449	P42765	604770
ACACA	ENSG00000278540	HGNC:84	31	Q13085	200350
ACACB	ENSG00000076555	HGNC:85	32	O00763	601557
ACAD10	ENSG00000111271	HGNC:21597	80724	Q6JQN1	611181
ACAD11	ENSG00000240303	HGNC:30211	84129	Q709F0	614288
ACAD8	ENSG00000151498	HGNC:87	27034	Q9UKU7	604773
ACAD9	ENSG00000177646	HGNC:21497	28976	Q9H845	611103
ACADL	ENSG00000115361	HGNC:88	33	P28330	609576
ACADM	ENSG00000117054	HGNC:89	34	P11310	607008
ACADS	ENSG00000122971	HGNC:90	35	P16219	606885
ACADSB	ENSG00000196177	HGNC:91	36	P45954	600301
ACADVL	ENSG00000072778	HGNC:92	37	P49748	609575
ACAN	ENSG00000157766	HGNC:319	176	NA	155760
ACAP1	ENSG00000072818	HGNC:16467	9744	Q15027	607763
ACAP2	ENSG00000114331	HGNC:16469	23527	Q15057	607766
ACAP3	ENSG00000131584	HGNC:16754	116983	Q96P50	NA
ACAT1	ENSG00000075239	HGNC:93	38	P24752	607809
ACAT2	ENSG00000120437	HGNC:94	39	Q9BWD1	100678
ACBD3	ENSG00000182827	HGNC:15453	64746	Q9H3P7	606809
ACBD4	ENSG00000181513	HGNC:23337	79777	Q8NC06	NA
ACBD5	ENSG00000107897	HGNC:23338	91452	Q5T8D3	616618
ACBD6	ENSG00000230124	HGNC:23339	84320	Q9BR61	616352
ACBD7	ENSG00000176244	HGNC:17715	414149	Q8N6N7	NA
ACCS	ENSG00000110455	HGNC:23989	84680	Q96QU6	608405
ACCSL	ENSG00000205126	HGNC:34391	390110	Q4AC99	NA
ACD	ENSG00000102977	HGNC:25070	65057	Q96AP0	609377
ACE	ENSG00000159640	HGNC:2707	1636	P12821	106180
ACE2	ENSG00000130234	HGNC:13557	59272	Q9BYF1	300335
ACER1	ENSG00000167769	HGNC:18356	125981	Q8TDN7	613491
ACER2	ENSG00000177076	HGNC:23675	340485	Q5QJU3	613492
ACER3	ENSG00000078124	HGNC:16066	55331	Q9NUN7	617036
ACHE	ENSG00000087085	HGNC:108	43	P22303	100740
ACIN1	ENSG00000100813	HGNC:17066	22985	Q9UKV3	604562
ACKR1	ENSG00000213088	HGNC:4035	2532	Q16570	613665
ACKR2	ENSG00000144648	HGNC:1565	1238	O00590	602648
ACKR3	ENSG00000144476	HGNC:23692	57007	P25106	610376
ACKR4	ENSG00000129048	HGNC:1611	51554	Q9NPB9	606065
ACLY	ENSG00000131473	HGNC:115	47	P53396	108728
ACMSD	ENSG00000153086	HGNC:19288	130013	Q8TDX5	608889
ACO1	ENSG00000122729	HGNC:117	48	P21399	100880
ACO2	ENSG00000100412	HGNC:118	50	Q99798	100850
ACOD1	ENSG00000102794	HGNC:33904	730249	A6NK06	615275
ACOT1	ENSG00000184227	HGNC:33128	641371	Q86TX2	614313
ACOT11	ENSG00000162390	HGNC:18156	26027	Q8WXI4	606803
ACOT12	ENSG00000172497	HGNC:24436	134526	Q8WYK0	614315
ACOT13	ENSG00000112304	HGNC:20999	55856	Q9NPJ3	615652
ACOT2	ENSG00000119673	HGNC:18431	10965	P49753	609972
ACOT4	ENSG00000177465	HGNC:19748	122970	Q8N9L9	614314
ACOT6	ENSG00000205669	HGNC:33159	641372	Q3I5F7	614267
ACOT7	ENSG00000097021	HGNC:24157	11332	O00154	602587
ACOT8	ENSG00000101473	HGNC:15919	10005	O14734	608123
ACOT9	ENSG00000123130	HGNC:17152	23597	Q9Y305	300862
ACOX1	ENSG00000161533	HGNC:119	51	Q15067	609751
ACOX2	ENSG00000168306	HGNC:120	8309	Q99424	601641
ACOX3	ENSG00000087008	HGNC:121	8310	O15254	603402
ACOXL	ENSG00000153093	HGNC:25621	55289	Q9NUZ1	NA
ACP1	ENSG00000143727	HGNC:122	52	P24666	171500
ACP2	ENSG00000134575	HGNC:123	53	P11117	171650
ACP4	ENSG00000142513	HGNC:14376	93650	Q9BZG2	606362
ACP5	ENSG00000102575	HGNC:124	54	P13686	171640
ACP6	ENSG00000162836	HGNC:29609	51205	Q9NPH0	611471
ACP7	ENSG00000183760	HGNC:33781	390928	Q6ZNF0	610490
ACPP	ENSG00000014257	HGNC:125	55	P15309	171790
ACR	ENSG00000100312	HGNC:126	49	P10323	102480
ACRBP	ENSG00000111644	HGNC:17195	84519	Q8NEB7	608352
ACRV1	ENSG00000134940	HGNC:127	56	P26436	102525
ACSBG1	ENSG00000103740	HGNC:29567	23205	Q96GR2	614362
ACSBG2	ENSG00000130377	HGNC:24174	81616	Q5FVE4	614363
ACSF2	ENSG00000167107	HGNC:26101	80221	Q96CM8	610465
ACSF3	ENSG00000176715	HGNC:27288	197322	Q4G176	614245
ACSL1	ENSG00000151726	HGNC:3569	2180	P33121	152425
ACSL3	ENSG00000123983	HGNC:3570	2181	O95573	602371
ACSL4	ENSG00000068366	HGNC:3571	2182	O60488	300157
ACSL5	ENSG00000197142	HGNC:16526	51703	Q9ULC5	605677
ACSL6	ENSG00000164398	HGNC:16496	23305	Q9UKU0	604443
ACSM1	ENSG00000166743	HGNC:18049	116285	Q08AH1	614357
ACSM2A	ENSG00000183747	HGNC:32017	123876	Q08AH3	614358
ACSM2B	ENSG00000066813	HGNC:30931	348158	Q68CK6	614359
ACSM3	ENSG00000005187	HGNC:10522	6296	Q53FZ2	145505
ACSM4	ENSG00000215009	HGNC:32016	341392	P0C7M7	614360
ACSM5	ENSG00000183549	HGNC:26060	54988	Q6NUN0	614361
ACSM6	ENSG00000173124	HGNC:31665	142827	Q6P461	NA
ACSS1	ENSG00000154930	HGNC:16091	84532	Q9NUB1	614355
ACSS2	ENSG00000131069	HGNC:15814	55902	Q9NR19	605832
ACSS3	ENSG00000111058	HGNC:24723	79611	Q9H6R3	614356
ACTA1	ENSG00000143632	HGNC:129	58	P68133	102610
ACTA2	ENSG00000107796	HGNC:130	59	P62736	102620
ACTB	ENSG00000075624	HGNC:132	60	P60709	102630
ACTBL2	ENSG00000169067	HGNC:17780	345651	Q562R1	614835
ACTC1	ENSG00000159251	HGNC:143	70	P68032	102540
ACTG1	ENSG00000184009	HGNC:144	71	P63261	102560
ACTG2	ENSG00000163017	HGNC:145	72	P63267	102545
ACTL10	ENSG00000182584	HGNC:16127	170487	Q5JWF8	NA
ACTL6A	ENSG00000136518	HGNC:24124	86	O96019	604958
ACTL6B	ENSG00000077080	HGNC:160	51412	O94805	612458
ACTL7A	ENSG00000187003	HGNC:161	10881	Q9Y615	604303
ACTL7B	ENSG00000148156	HGNC:162	10880	Q9Y614	604304
ACTL8	ENSG00000117148	HGNC:24018	81569	Q9H568	NA
ACTL9	ENSG00000181786	HGNC:28494	284382	Q8TC94	NA
ACTN1	ENSG00000072110	HGNC:163	87	P12814	102575
ACTN2	ENSG00000077522	HGNC:164	88	P35609	102573
ACTN3	ENSG00000248746	HGNC:165	89	Q08043	102574
ACTN4	ENSG00000130402	HGNC:166	81	O43707	604638
ACTR10	ENSG00000131966	HGNC:17372	55860	Q9NZ32	NA
ACTR1A	ENSG00000138107	HGNC:167	10121	P61163	605143
ACTR1B	ENSG00000115073	HGNC:168	10120	P42025	605144
ACTR2	ENSG00000138071	HGNC:169	10097	P61160	604221
ACTR3	ENSG00000115091	HGNC:170	10096	P61158	604222
ACTR3B	ENSG00000133627	HGNC:17256	57180	Q9P1U1	NA
ACTR3C	ENSG00000106526	HGNC:37282	653857	Q9C0K3	NA
ACTR5	ENSG00000101442	HGNC:14671	79913	Q9H9F9	NA
ACTR6	ENSG00000075089	HGNC:24025	64431	Q9GZN1	NA
ACTR8	ENSG00000113812	HGNC:14672	93973	Q9H981	NA
ACTRT1	ENSG00000123165	HGNC:24027	139741	Q8TDG2	300487
ACTRT2	ENSG00000169717	HGNC:24026	140625	Q8TDY3	608535
ACTRT3	ENSG00000184378	HGNC:24022	84517	Q9BYD9	608534
ACVR1	ENSG00000115170	HGNC:171	90	Q04771	NA
ACVR1B	ENSG00000135503	HGNC:172	91	P36896	601300
ACVR1C	ENSG00000123612	HGNC:18123	130399	Q8NER5	608981
ACVR2A	ENSG00000121989	HGNC:173	92	P27037	102581
ACVR2B	ENSG00000114739	HGNC:174	93	Q13705	602730
ACVRL1	ENSG00000139567	HGNC:175	94	P37023	601284
ACY1	ENSG00000243989	HGNC:177	95	Q03154	104620
ACY3	ENSG00000132744	HGNC:24104	91703	Q96HD9	614413
ACYP1	ENSG00000119640	HGNC:179	97	P07311	600875
ACYP2	ENSG00000170634	HGNC:180	98	P14621	102595
AD000671.1	ENSG00000188223	NA	NA	NA	NA
AD000671.2	ENSG00000267120	NA	NA	NA	NA
ADA	ENSG00000196839	HGNC:186	100	P00813	608958
ADA2	ENSG00000093072	HGNC:1839	51816	Q9NZK5	607575
ADAD1	ENSG00000164113	HGNC:30713	132612	Q96M93	614130
ADAD2	ENSG00000140955	HGNC:30714	161931	Q8NCV1	NA
ADAL	ENSG00000168803	HGNC:31853	161823	Q6DHV7	NA
ADAM10	ENSG00000137845	HGNC:188	102	O14672	602192
ADAM11	ENSG00000073670	HGNC:189	4185	O75078	155120
ADAM12	ENSG00000148848	HGNC:190	8038	O43184	602714
ADAM15	ENSG00000143537	HGNC:193	8751	Q13444	605548
ADAM17	ENSG00000151694	HGNC:195	6868	P78536	603639
ADAM18	ENSG00000278548	HGNC:196	8749	Q9Y3Q7	NA
ADAM19	ENSG00000135074	HGNC:197	8728	Q9H013	603640
ADAM2	ENSG00000276286	HGNC:198	2515	Q99965	601533
ADAM20	ENSG00000134007	HGNC:199	8748	O43506	603712
ADAM21	ENSG00000139985	HGNC:200	8747	Q9UKJ8	603713
ADAM22	ENSG00000008277	HGNC:201	53616	Q9P0K1	603709
ADAM23	ENSG00000114948	HGNC:202	8745	O75077	603710
ADAM28	ENSG00000042980	HGNC:206	10863	Q9UKQ2	606188
ADAM29	ENSG00000168594	HGNC:207	11086	Q9UKF5	604778
ADAM30	ENSG00000134249	HGNC:208	11085	Q9UKF2	604779
ADAM32	ENSG00000275594	HGNC:15479	203102	Q8TC27	NA
ADAM33	ENSG00000149451	HGNC:15478	80332	Q9BZ11	607114
ADAM7	ENSG00000069206	HGNC:214	8756	Q9H2U9	607310
ADAM8	ENSG00000151651	HGNC:215	101	P78325	602267
ADAM9	ENSG00000282230	HGNC:216	8754	Q13443	602713
ADAMDEC1	ENSG00000134028	HGNC:16299	27299	O15204	606393
ADAMTS1	ENSG00000154734	HGNC:217	9510	Q9UHI8	605174
ADAMTS10	ENSG00000142303	HGNC:13201	81794	Q9H324	608990
ADAMTS12	ENSG00000281690	HGNC:14605	81792	P58397	606184
ADAMTS13	ENSG00000160323	HGNC:1366	11093	Q76LX8	604134
ADAMTS14	ENSG00000138316	HGNC:14899	140766	Q8WXS8	607506
ADAMTS15	ENSG00000166106	HGNC:16305	170689	Q8TE58	607509
ADAMTS16	ENSG00000145536	HGNC:17108	170690	Q8TE57	607510
ADAMTS17	ENSG00000140470	HGNC:17109	170691	Q8TE56	607511
ADAMTS18	ENSG00000140873	HGNC:17110	170692	Q8TE60	607512
ADAMTS19	ENSG00000145808	HGNC:17111	171019	Q8TE59	607513
ADAMTS2	ENSG00000087116	HGNC:218	9509	O95450	604539
ADAMTS20	ENSG00000173157	HGNC:17178	80070	P59510	611681
ADAMTS3	ENSG00000156140	HGNC:219	9508	O15072	605011
ADAMTS4	ENSG00000158859	HGNC:220	9507	O75173	603876
ADAMTS5	ENSG00000154736	HGNC:221	11096	Q9UNA0	605007
ADAMTS6	ENSG00000049192	HGNC:222	11174	Q9UKP5	605008
ADAMTS7	ENSG00000136378	HGNC:223	11173	Q9UKP4	605009
ADAMTS8	ENSG00000134917	HGNC:224	11095	Q9UP79	605175
ADAMTS9	ENSG00000163638	HGNC:13202	56999	Q9P2N4	605421
ADAMTSL1	ENSG00000178031	HGNC:14632	92949	Q8N6G6	609198
ADAMTSL2	ENSG00000197859	HGNC:14631	9719	Q86TH1	612277
ADAMTSL3	ENSG00000156218	HGNC:14633	57188	P82987	609199
ADAMTSL4	ENSG00000143382	HGNC:19706	54507	Q6UY14	610113
ADAMTSL5	ENSG00000185761	HGNC:27912	339366	NA	NA
ADAP1	ENSG00000105963	HGNC:16486	11033	O75689	608114
ADAP2	ENSG00000184060	HGNC:16487	55803	Q9NPF8	608635
ADAR	ENSG00000160710	HGNC:225	103	P55265	146920
ADARB1	ENSG00000197381	HGNC:226	104	P78563	601218
ADARB2	ENSG00000185736	HGNC:227	105	Q9NS39	602065
ADAT1	ENSG00000065457	HGNC:228	23536	Q9BUB4	604230
ADAT2	ENSG00000189007	HGNC:21172	134637	Q7Z6V5	615388
ADAT3	ENSG00000213638	HGNC:25151	113179	NA	615302
ADCK1	ENSG00000063761	HGNC:19038	57143	Q86TW2	NA
ADCK2	ENSG00000133597	HGNC:19039	90956	Q7Z695	NA
ADCK5	ENSG00000173137	HGNC:21738	203054	Q3MIX3	NA
ADCY1	ENSG00000164742	HGNC:232	107	Q08828	103072
ADCY10	ENSG00000143199	HGNC:21285	55811	Q96PN6	605205
ADCY2	ENSG00000078295	HGNC:233	108	Q08462	103071
ADCY3	ENSG00000138031	HGNC:234	109	O60266	600291
ADCY4	ENSG00000129467	HGNC:235	196883	Q8NFM4	600292
ADCY5	ENSG00000173175	HGNC:236	111	O95622	600293
ADCY6	ENSG00000174233	HGNC:237	112	O43306	600294
ADCY7	ENSG00000121281	HGNC:238	113	P51828	600385
ADCY8	ENSG00000155897	HGNC:239	114	P40145	103070
ADCY9	ENSG00000162104	HGNC:240	115	O60503	603302
ADCYAP1	ENSG00000141433	HGNC:241	116	P18509	102980
ADCYAP1R1	ENSG00000078549	HGNC:242	117	P41586	102981
ADD1	ENSG00000087274	HGNC:243	118	P35611	102680
ADD2	ENSG00000075340	HGNC:244	119	P35612	102681
ADD3	ENSG00000148700	HGNC:245	120	Q9UEY8	601568
ADGB	ENSG00000118492	HGNC:21212	79747	Q8N7X0	614630
ADGRA1	ENSG00000197177	HGNC:13838	84435	Q86SQ6	612302
ADGRA2	ENSG00000020181	HGNC:17849	25960	Q96PE1	606823
ADGRA3	ENSG00000152990	HGNC:13839	166647	Q8IWK6	612303
ADGRB1	ENSG00000181790	HGNC:943	575	O14514	602682
ADGRB2	ENSG00000121753	HGNC:944	576	O60241	602683
ADGRB3	ENSG00000135298	HGNC:945	577	O60242	602684
ADGRD1	ENSG00000111452	HGNC:19893	283383	Q6QNK2	613639
ADGRD2	ENSG00000180264	HGNC:18651	NA	Q7Z7M1	NA
ADGRE1	ENSG00000174837	HGNC:3336	2015	Q14246	600493
ADGRE2	ENSG00000127507	HGNC:3337	30817	Q9UHX3	606100
ADGRE3	ENSG00000131355	HGNC:23647	84658	Q9BY15	606101
ADGRE5	ENSG00000123146	HGNC:1711	976	P48960	601211
ADGRF1	ENSG00000153292	HGNC:18990	266977	Q5T601	617430
ADGRF2	ENSG00000164393	HGNC:18991	222611	Q8IZF7	NA
ADGRF3	ENSG00000173567	HGNC:18989	165082	Q8IZF5	NA
ADGRF4	ENSG00000153294	HGNC:19011	221393	Q8IZF3	614268
ADGRF5	ENSG00000069122	HGNC:19030	221395	Q8IZF2	NA
ADGRG1	ENSG00000205336	HGNC:4512	9289	Q9Y653	604110
ADGRG2	ENSG00000173698	HGNC:4516	10149	Q8IZP9	300572
ADGRG3	ENSG00000182885	HGNC:13728	222487	Q86Y34	NA
ADGRG4	ENSG00000156920	HGNC:18992	139378	Q8IZF6	NA
ADGRG5	ENSG00000159618	HGNC:19010	221188	Q8IZF4	616965
ADGRG6	ENSG00000112414	HGNC:13841	57211	Q86SQ4	612243
ADGRG7	ENSG00000144820	HGNC:19241	84873	Q96K78	612307
